county,state,latitude,longitude
Grant County,Washington,47.2057,-119.4518
Franklin County,Washington,46.5347,-118.899
Island County,Washington,48.163,-122.5481
Lewis County,Washington,46.5778,-122.3927
Chelan County,Washington,47.8692,-120.619
Clallam County,Washington,48.0493,-123.9308
Grays Harbor County,Washington,47.1503,-123.7735
Mason County,Washington,47.3483,-123.193
Walla Walla County,Washington,46.2298,-118.4784
Whitman County,Washington,46.9012,-117.523
Stevens County,Washington,48.3991,-117.8552
Kittitas County,Washington,47.1244,-120.6798
Douglas County,Washington,47.7361,-119.6918
Okanogan County,Washington,48.5488,-119.7408
Jefferson County,Washington,47.7486,-123.5964
Pacific County,Washington,46.5556,-123.7039
Klickitat County,Washington,45.8738,-120.7891
Asotin County,Washington,46.1918,-117.203
Adams County,Washington,46.9834,-118.5606
San Juan County,Washington,48.5776,-122.9654
Pend Oreille County,Washington,48.5323,-117.274
Skamania County,Washington,46.023,-121.9147
Lincoln County,Washington,47.5763,-118.4187
Ferry County,Washington,48.4703,-118.5166
Wahkiakum County,Washington,46.2918,-123.4244
Columbia County,Washington,46.2975,-117.9078
Garfield County,Washington,46.4316,-117.5452
Kanawha County,West Virginia,38.3365,-81.5281
Berkeley County,West Virginia,39.4641,-78.0275
Monongalia County,West Virginia,39.6303,-80.0466
Cabell County,West Virginia,38.4203,-82.2417
Wood County,West Virginia,39.2112,-81.515
Raleigh County,West Virginia,37.7714,-81.2487
Harrison County,West Virginia,39.2835,-80.3799
Mercer County,West Virginia,37.4055,-81.1114
Jefferson County,West Virginia,39.3076,-77.8628
Putnam County,West Virginia,38.5086,-81.909
Marion County,West Virginia,39.51,-80.2434
Ohio County,West Virginia,40.0969,-80.6189
Fayette County,West Virginia,38.0288,-81.0811
Wayne County,West Virginia,38.1459,-82.427
Preston County,West Virginia,39.4693,-79.6682
Greenbrier County,West Virginia,37.947,-80.453
Logan County,West Virginia,37.8315,-81.9353
Marshall County,West Virginia,39.8606,-80.6634
Hancock County,West Virginia,40.5219,-80.5739
Randolph County,West Virginia,38.7747,-79.8758
Jackson County,West Virginia,38.8344,-81.6748
Mineral County,West Virginia,39.4147,-78.9438
Mason County,West Virginia,38.7697,-82.0266
Nicholas County,West Virginia,38.2917,-80.7994
Upshur County,West Virginia,38.8978,-80.2334
Mingo County,West Virginia,37.7264,-82.1347
Hampshire County,West Virginia,39.3171,-78.6141
Brooke County,West Virginia,40.2739,-80.5764
Boone County,West Virginia,38.023,-81.7112
Wyoming County,West Virginia,37.6096,-81.5492
Lincoln County,West Virginia,38.1753,-82.0704
McDowell County,West Virginia,37.3785,-81.6536
Morgan County,West Virginia,39.5604,-78.2578
Lewis County,West Virginia,38.9959,-80.5022
Taylor County,West Virginia,39.336,-80.0462
Barbour County,West Virginia,39.133,-80.003
Wetzel County,West Virginia,39.6053,-80.6391
Hardy County,West Virginia,39.0075,-78.858
Roane County,West Virginia,38.714,-81.3483
Braxton County,West Virginia,38.6999,-80.7193
Monroe County,West Virginia,37.5604,-80.5505
Summers County,West Virginia,37.6559,-80.8586
Grant County,West Virginia,39.1051,-79.1956
Ritchie County,West Virginia,39.1783,-81.063
Webster County,West Virginia,38.4947,-80.4219
Tyler County,West Virginia,39.4653,-80.8848
Clay County,West Virginia,38.4625,-81.0751
Pocahontas County,West Virginia,38.3318,-80.0078
Doddridge County,West Virginia,39.2692,-80.707
Pleasants County,West Virginia,39.371,-81.1606
Gilmer County,West Virginia,38.9241,-80.8571
Tucker County,West Virginia,39.1136,-79.565
Calhoun County,West Virginia,38.8445,-81.1176
Pendleton County,West Virginia,38.6807,-79.3509
Wirt County,West Virginia,39.0225,-81.3787
Milwaukee County,Wisconsin,43.0072,-87.9669
Dane County,Wisconsin,43.0673,-89.4181
Waukesha County,Wisconsin,43.0182,-88.3045
Brown County,Wisconsin,44.4525,-88.0037
Racine County,Wisconsin,42.7475,-88.0613
Outagamie County,Wisconsin,44.4161,-88.4649
Winnebago County,Wisconsin,44.0689,-88.6447
Kenosha County,Wisconsin,42.5769,-88.0424
Rock County,Wisconsin,42.6712,-89.0716
Marathon County,Wisconsin,44.8983,-89.7591
Washington County,Wisconsin,43.3685,-88.2307
La Crosse County,Wisconsin,43.9066,-91.1152
Sheboygan County,Wisconsin,43.7212,-87.9454
Eau Claire County,Wisconsin,44.7268,-91.286
Walworth County,Wisconsin,42.6685,-88.5419
Fond du Lac County,Wisconsin,43.7536,-88.4883
St. Croix County,Wisconsin,45.034,-92.4526
Ozaukee County,Wisconsin,43.384,-87.9509
Dodge County,Wisconsin,43.4163,-88.7075
Jefferson County,Wisconsin,43.0208,-88.7759
Manitowoc County,Wisconsin,44.1199,-87.8097
Wood County,Wisconsin,44.4553,-90.0416
Portage County,Wisconsin,44.476,-89.5014
Chippewa County,Wisconsin,45.0694,-91.2799
Sauk County,Wisconsin,43.4267,-89.9482
Columbia County,Wisconsin,43.4666,-89.3337
Calumet County,Wisconsin,44.0816,-88.2181
Grant County,Wisconsin,42.8675,-90.7062
Waupaca County,Wisconsin,44.4705,-88.9648
Barron County,Wisconsin,45.4237,-91.8483
Monroe County,Wisconsin,43.9457,-90.6178
Dunn County,Wisconsin,44.9466,-91.8964
Polk County,Wisconsin,45.4614,-92.4414
Douglas County,Wisconsin,46.4329,-91.9162
Pierce County,Wisconsin,44.7194,-92.4224
Marinette County,Wisconsin,45.3834,-88.0337
Shawano County,Wisconsin,44.7892,-88.7654
Oconto County,Wisconsin,45.0264,-88.2697
Oneida County,Wisconsin,45.7056,-89.5218
Green County,Wisconsin,42.68,-89.6022
Clark County,Wisconsin,44.7347,-90.6121
Vernon County,Wisconsin,43.5939,-90.8344
Trempealeau County,Wisconsin,44.304,-91.3585
Door County,Wisconsin,44.9464,-87.3142
Lincoln County,Wisconsin,45.3374,-89.7346
Juneau County,Wisconsin,43.9246,-90.1138
Waushara County,Wisconsin,44.1131,-89.2429
Iowa County,Wisconsin,43.0005,-90.1354
Vilas County,Wisconsin,46.0529,-89.5148
Jackson County,Wisconsin,44.3192,-90.8052
Adams County,Wisconsin,43.9696,-89.7704
Kewaunee County,Wisconsin,44.5161,-87.6153
Taylor County,Wisconsin,45.2116,-90.5012
Langlade County,Wisconsin,45.2623,-89.0719
Green Lake County,Wisconsin,43.8004,-89.0449
Sawyer County,Wisconsin,45.88,-91.1446
Richland County,Wisconsin,43.3756,-90.4295
Lafayette County,Wisconsin,42.6605,-90.1317
Washburn County,Wisconsin,45.8992,-91.7912
Burnett County,Wisconsin,45.8627,-92.3676
Bayfield County,Wisconsin,46.5237,-91.2009
Crawford County,Wisconsin,43.2395,-90.931
Ashland County,Wisconsin,46.3149,-90.678
Marquette County,Wisconsin,43.8196,-89.3987
Rusk County,Wisconsin,45.4751,-91.1332
Price County,Wisconsin,45.6804,-90.3614
Buffalo County,Wisconsin,44.3798,-91.7545
Forest County,Wisconsin,45.6673,-88.7704
Pepin County,Wisconsin,44.5829,-92.0015
Iron County,Wisconsin,46.2623,-90.242
Florence County,Wisconsin,45.8485,-88.3981
Menominee County,Wisconsin,45.0044,-88.71
Laramie County,Wyoming,41.3069,-104.6894
Natrona County,Wyoming,42.9622,-106.7986
Campbell County,Wyoming,44.2482,-105.5482
Sweetwater County,Wyoming,41.6595,-108.8796
Fremont County,Wyoming,43.0405,-108.6304
Albany County,Wyoming,41.6545,-105.7238
Sheridan County,Wyoming,44.79,-106.8792
Park County,Wyoming,44.5205,-109.5879
Teton County,Wyoming,43.9346,-110.5898
Uinta County,Wyoming,41.2876,-110.5476
Lincoln County,Wyoming,42.2639,-110.656
Carbon County,Wyoming,41.6945,-106.9306
Converse County,Wyoming,42.9723,-105.5072
Goshen County,Wyoming,42.0879,-104.3533
Big Horn County,Wyoming,44.5267,-107.9952
Sublette County,Wyoming,42.7669,-109.9147
Platte County,Wyoming,42.133,-104.9659
Johnson County,Wyoming,44.0388,-106.5847
Washakie County,Wyoming,43.905,-107.6828
Crook County,Wyoming,44.5885,-104.5699
Weston County,Wyoming,43.8404,-104.5676
Hot Springs County,Wyoming,43.7189,-108.4422
Niobrara County,Wyoming,43.0564,-104.4754
