county,state,latitude,longitude
York County,South Carolina,34.9748,-81.1845
Berkeley County,South Carolina,33.1973,-79.9522
Anderson County,South Carolina,34.5193,-82.6378
Beaufort County,South Carolina,32.3856,-80.7306
Aiken County,South Carolina,33.5443,-81.6347
Dorchester County,South Carolina,33.0793,-80.4067
Florence County,South Carolina,34.0245,-79.703
Pickens County,South Carolina,34.8873,-82.7253
Sumter County,South Carolina,33.9162,-80.3822
Lancaster County,South Carolina,34.6867,-80.7054
Orangeburg County,South Carolina,33.439,-80.8003
Oconee County,South Carolina,34.7535,-83.0659
Greenwood County,South Carolina,34.1537,-82.1259
Laurens County,South Carolina,34.4834,-82.0057
Kershaw County,South Carolina,34.3388,-80.5902
Georgetown County,South Carolina,33.4343,-79.3326
Darlington County,South Carolina,34.3325,-79.9577
Cherokee County,South Carolina,35.0481,-81.6206
Chesterfield County,South Carolina,34.6398,-80.1587
Colleton County,South Carolina,32.8637,-80.667
Newberry County,South Carolina,34.2898,-81.6001
Chester County,South Carolina,34.692,-81.1595
Clarendon County,South Carolina,33.6658,-80.2164
Williamsburg County,South Carolina,33.6199,-79.7277
Jasper County,South Carolina,32.4374,-81.0317
Marion County,South Carolina,34.0801,-79.3625
Dillon County,South Carolina,34.3915,-79.3789
Union County,South Carolina,34.6895,-81.6191
Marlboro County,South Carolina,34.602,-79.6786
Edgefield County,South Carolina,33.7722,-81.9664
Abbeville County,South Carolina,34.2226,-82.4593
Fairfield County,South Carolina,34.3951,-81.1212
Barnwell County,South Carolina,33.2661,-81.4349
Saluda County,South Carolina,34.0061,-81.7268
Hampton County,South Carolina,32.7763,-81.1407
Lee County,South Carolina,34.1633,-80.2545
Calhoun County,South Carolina,33.6749,-80.7803
Bamberg County,South Carolina,33.2148,-81.0543
McCormick County,South Carolina,33.8995,-82.31
Allendale County,South Carolina,32.9881,-81.3582
Minnehaha County,South Dakota,43.6742,-96.7915
Pennington County,South Dakota,44.0037,-102.8238
Lincoln County,South Dakota,43.2789,-96.7218
Brown County,South Dakota,45.5898,-98.3516
Brookings County,South Dakota,44.3697,-96.7905
Meade County,South Dakota,44.5668,-102.7169
Codington County,South Dakota,44.9779,-97.1886
Lawrence County,South Dakota,44.3586,-103.7923
Yankton County,South Dakota,43.009,-97.3948
Davison County,South Dakota,43.6747,-98.146
Beadle County,South Dakota,44.4145,-98.2781
Hughes County,South Dakota,44.389,-99.996
Union County,South Dakota,42.8325,-96.656
Clay County,South Dakota,42.9146,-96.9756
Oglala Lakota County,South Dakota,43.3355,-102.5516
Lake County,South Dakota,44.0221,-97.1294
Butte County,South Dakota,44.9058,-103.5079
Roberts County,South Dakota,45.6296,-96.9461
Todd County,South Dakota,43.1934,-100.7184
Charles Mix County,South Dakota,43.2079,-98.5879
Turner County,South Dakota,43.3109,-97.1487
Custer County,South Dakota,43.6776,-103.4515
Grant County,South Dakota,45.1719,-96.7677
Hutchinson County,South Dakota,43.3349,-97.7544
Fall River County,South Dakota,43.2394,-103.5275
Bon Homme County,South Dakota,42.9885,-97.8846
Spink County,South Dakota,44.938,-98.3462
Moody County,South Dakota,44.022,-96.6709
Hamlin County,South Dakota,44.6738,-97.1883
McCook County,South Dakota,43.6743,-97.3684
Tripp County,South Dakota,43.3459,-99.8839
Day County,South Dakota,45.3671,-97.6074
Walworth County,South Dakota,45.4299,-100.0315
Dewey County,South Dakota,45.1566,-100.8718
Brule County,South Dakota,43.7181,-99.0809
Kingsbury County,South Dakota,44.3696,-97.4915
Marshall County,South Dakota,45.7586,-97.5986
Deuel County,South Dakota,44.76,-96.668
Edmunds County,South Dakota,45.4188,-99.2153
Gregory County,South Dakota,43.1924,-99.1856
Corson County,South Dakota,45.7086,-101.1969
Clark County,South Dakota,44.8582,-97.7295
Lyman County,South Dakota,43.8958,-99.8474
Hanson County,South Dakota,43.6748,-97.7873
Bennett County,South Dakota,43.195,-101.664
Hand County,South Dakota,44.5478,-99.0049
Stanley County,South Dakota,44.4123,-100.7359
Perkins County,South Dakota,45.4905,-102.4757
Jackson County,South Dakota,43.6943,-101.6281
Douglas County,South Dakota,43.3869,-98.3661
Aurora County,South Dakota,43.718,-98.5615
Potter County,South Dakota,45.0645,-99.9572
Ziebach County,South Dakota,44.9804,-101.6658
Sanborn County,South Dakota,44.0234,-98.0913
Miner County,South Dakota,44.0219,-97.6102
McPherson County,South Dakota,45.7664,-99.2214
Faulk County,South Dakota,45.071,-99.1453
Mellette County,South Dakota,43.5813,-100.76
Buffalo County,South Dakota,44.0763,-99.2048
Jerauld County,South Dakota,44.0663,-98.6297
Haakon County,South Dakota,44.2945,-101.5399
Campbell County,South Dakota,45.7712,-100.0516
Hyde County,South Dakota,44.5473,-99.4871
Sully County,South Dakota,44.7156,-100.1322
Harding County,South Dakota,45.5803,-103.4958
Jones County,South Dakota,43.9606,-100.6897
Shelby County,Tennessee,35.1842,-89.894
Davidson County,Tennessee,36.1695,-86.7848
Knox County,Tennessee,35.9932,-83.9371
Hamilton County,Tennessee,35.1808,-85.1648
Rutherford County,Tennessee,35.8427,-86.4167
Williamson County,Tennessee,35.8938,-86.8986
Montgomery County,Tennessee,36.4969,-87.3828
Sumner County,Tennessee,36.469,-86.4606
Sullivan County,Tennessee,36.5129,-82.3042
Wilson County,Tennessee,36.1547,-86.2973
Blount County,Tennessee,35.6872,-83.9255
Washington County,Tennessee,36.2933,-82.4974
Bradley County,Tennessee,35.1541,-84.8596
Maury County,Tennessee,35.6169,-87.077
Madison County,Tennessee,35.6081,-88.8385
Sevier County,Tennessee,35.7846,-83.5242
Putnam County,Tennessee,36.1408,-85.4952
Anderson County,Tennessee,36.1185,-84.1985
Robertson County,Tennessee,36.5255,-86.8706
Greene County,Tennessee,36.1753,-82.8458
Hamblen County,Tennessee,36.2171,-83.2667
Cumberland County,Tennessee,35.9504,-84.9984
Tipton County,Tennessee,35.4973,-89.7566
Coffee County,Tennessee,35.4906,-86.0748
Hawkins County,Tennessee,36.4412,-82.9447
Carter County,Tennessee,36.2928,-82.1275
Loudon County,Tennessee,35.7348,-84.3119
Jefferson County,Tennessee,36.051,-83.4463
Dickson County,Tennessee,36.149,-87.3567
Roane County,Tennessee,35.8479,-84.5232
McMinn County,Tennessee,35.4248,-84.6175
Bedford County,Tennessee,35.5138,-86.4589
Gibson County,Tennessee,35.9966,-88.9326
Monroe County,Tennessee,35.4427,-84.2527
Lawrence County,Tennessee,35.2173,-87.3956
Franklin County,Tennessee,35.1551,-86.0922
Fayette County,Tennessee,35.1971,-89.4144
Cheatham County,Tennessee,36.2611,-87.0868
Warren County,Tennessee,35.6787,-85.7785
Campbell County,Tennessee,36.4035,-84.1494
Dyer County,Tennessee,36.0592,-89.4136
Cocke County,Tennessee,35.9254,-83.1212
Lincoln County,Tennessee,35.1405,-86.589
Marshall County,Tennessee,35.4689,-86.765
Rhea County,Tennessee,35.6087,-84.9244
Weakley County,Tennessee,36.2983,-88.7178
Henry County,Tennessee,36.3318,-88.3013
Claiborne County,Tennessee,36.4859,-83.6604
Obion County,Tennessee,36.3582,-89.1488
Giles County,Tennessee,35.2021,-87.0348
Marion County,Tennessee,35.1293,-85.6221
Carroll County,Tennessee,35.9732,-88.4503
Henderson County,Tennessee,35.6542,-88.388
White County,Tennessee,35.9264,-85.4552
Hardin County,Tennessee,35.1987,-88.1845
McNairy County,Tennessee,35.1755,-88.5636
Hardeman County,Tennessee,35.2068,-88.9931
Macon County,Tennessee,36.532,-86.0073
Lauderdale County,Tennessee,35.7605,-89.6305
Hickman County,Tennessee,35.8032,-87.4733
Grainger County,Tennessee,36.2763,-83.5096
Overton County,Tennessee,36.345,-85.2881
Scott County,Tennessee,36.4285,-84.5035
Morgan County,Tennessee,36.135,-84.6492
DeKalb County,Tennessee,35.9799,-85.8328
Smith County,Tennessee,36.2505,-85.9567
Union County,Tennessee,36.2879,-83.8375
Humphreys County,Tennessee,36.0408,-87.7756
Fentress County,Tennessee,36.3805,-84.9324
Johnson County,Tennessee,36.4549,-81.8518
Unicoi County,Tennessee,36.1107,-82.4323
Haywood County,Tennessee,35.5832,-89.2838
Polk County,Tennessee,35.1199,-84.5233
Chester County,Tennessee,35.4218,-88.6134
Wayne County,Tennessee,35.2399,-87.7881
Sequatchie County,Tennessee,35.3712,-85.4106
Benton County,Tennessee,36.0698,-88.0683
Bledsoe County,Tennessee,35.5964,-85.2051
Cannon County,Tennessee,35.8087,-86.0617
Crockett County,Tennessee,35.8135,-89.1395
Stewart County,Tennessee,36.5012,-87.8384
Grundy County,Tennessee,35.3884,-85.7226
Meigs County,Tennessee,35.5129,-84.8133
Lewis County,Tennessee,35.5273,-87.4931
Jackson County,Tennessee,36.3592,-85.6732
Trousdale County,Tennessee,36.3921,-86.1568
Decatur County,Tennessee,35.603,-88.1088
Perry County,Tennessee,35.6426,-87.859
Houston County,Tennessee,36.286,-87.7171
Clay County,Tennessee,36.5511,-85.5439
Lake County,Tennessee,36.3352,-89.4935
Hancock County,Tennessee,36.5236,-83.2219
Moore County,Tennessee,35.2846,-86.3587
Van Buren County,Tennessee,35.696,-85.4526
Pickett County,Tennessee,36.5584,-85.0749
Harris County,Texas,29.8578,-95.3938
Dallas County,Texas,32.7666,-96.7778
Tarrant County,Texas,32.7719,-97.2911
Bexar County,Texas,29.4489,-98.52
Travis County,Texas,30.3344,-97.782
Collin County,Texas,33.188,-96.5724
Denton County,Texas,33.2055,-97.1168
Hidalgo County,Texas,26.3969,-98.1812
El Paso County,Texas,31.7686,-106.2348
Fort Bend County,Texas,29.5275,-95.7709
Montgomery County,Texas,30.3002,-95.503
Williamson County,Texas,30.6475,-97.6004
Cameron County,Texas,26.1332,-97.5186
Brazoria County,Texas,29.1898,-95.4521
Bell County,Texas,31.0373,-97.4788
Nueces County,Texas,27.7254,-97.6134
Galveston County,Texas,29.3944,-94.9642
Lubbock County,Texas,33.6102,-101.8205
Webb County,Texas,27.7611,-99.3315
McLennan County,Texas,31.5524,-97.2018
Jefferson County,Texas,29.8841,-94.1629
Hays County,Texas,30.0579,-98.0312
Smith County,Texas,32.375,-95.2692
Brazos County,Texas,30.6608,-96.3024
Ellis County,Texas,32.3484,-96.7947
Johnson County,Texas,32.379,-97.3665
Guadalupe County,Texas,29.5831,-97.9486
Midland County,Texas,31.8691,-102.0316
Comal County,Texas,29.8082,-98.2783
Ector County,Texas,31.8692,-102.5429
Parker County,Texas,32.7776,-97.8051
Kaufman County,Texas,32.5993,-96.2878
Taylor County,Texas,32.3015,-99.8901
Randall County,Texas,34.9659,-101.897
Grayson County,Texas,33.6268,-96.6777
Wichita County,Texas,33.9879,-98.7035
Gregg County,Texas,32.4805,-94.817
Tom Green County,Texas,31.4044,-100.4621
Potter County,Texas,35.4013,-101.8939
Rockwall County,Texas,32.8978,-96.4079
Hunt County,Texas,33.1236,-96.0855
Bastrop County,Texas,30.1036,-97.312
Liberty County,Texas,30.1516,-94.8122
Bowie County,Texas,33.4458,-94.4234
Victoria County,Texas,28.7964,-96.9715
Angelina County,Texas,31.2548,-94.6119
Orange County,Texas,30.1213,-93.8939
Coryell County,Texas,31.3909,-97.7993
Henderson County,Texas,32.2119,-95.8536
Walker County,Texas,30.739,-95.5723
Wise County,Texas,33.2159,-97.6545
Harrison County,Texas,32.5481,-94.3715
San Patricio County,Texas,28.0092,-97.5188
Starr County,Texas,26.5621,-98.7387
Nacogdoches County,Texas,31.616,-94.6159
Hood County,Texas,32.4299,-97.8323
Van Zandt County,Texas,32.5637,-95.8365
Anderson County,Texas,31.8133,-95.6525
Maverick County,Texas,28.7426,-100.3145
Waller County,Texas,30.0108,-95.9876
Hardin County,Texas,30.3324,-94.3902
Navarro County,Texas,32.047,-96.4725
Kerr County,Texas,30.0615,-99.35
Rusk County,Texas,32.1077,-94.7618
Medina County,Texas,29.3557,-99.1101
Cherokee County,Texas,31.837,-95.1652
Polk County,Texas,30.7927,-94.83
Wilson County,Texas,29.174,-98.0866
Lamar County,Texas,33.6672,-95.5712
Burnet County,Texas,30.7884,-98.1823
Atascosa County,Texas,28.8935,-98.5272
Val Verde County,Texas,29.8929,-101.1517
Chambers County,Texas,29.7384,-94.61
Caldwell County,Texas,29.8368,-97.6199
Kendall County,Texas,29.9447,-98.7115
Wood County,Texas,32.7864,-95.3821
Erath County,Texas,32.2363,-98.2179
Cooke County,Texas,33.6393,-97.2126
Wharton County,Texas,29.2779,-96.2221
Upshur County,Texas,32.7363,-94.9415
Jim Wells County,Texas,27.7314,-98.0899
Brown County,Texas,31.7742,-98.9998
Hopkins County,Texas,33.1496,-95.564
Matagorda County,Texas,28.8212,-96.011
Hill County,Texas,31.9907,-97.1324
Fannin County,Texas,33.5938,-96.1069
Washington County,Texas,30.2145,-96.4034
Howard County,Texas,32.3062,-101.4356
Jasper County,Texas,30.744,-94.0251
Hale County,Texas,34.0705,-101.8269
Titus County,Texas,33.2166,-94.9657
Bee County,Texas,28.4174,-97.7412
Kleberg County,Texas,27.4337,-97.7273
Austin County,Texas,29.887,-96.2779
Grimes County,Texas,30.5435,-95.9855
Cass County,Texas,33.0775,-94.3435
Palo Pinto County,Texas,32.7532,-98.313
San Jacinto County,Texas,30.5795,-95.1669
Gillespie County,Texas,30.3181,-98.9465
Milam County,Texas,30.7863,-96.9768
Uvalde County,Texas,29.3573,-99.7622
Fayette County,Texas,29.8768,-96.9198
Shelby County,Texas,31.7924,-94.145
Aransas County,Texas,28.1254,-96.9933
Panola County,Texas,32.1624,-94.3056
Limestone County,Texas,31.5455,-96.5805
Houston County,Texas,31.3177,-95.4227
Lampasas County,Texas,31.1962,-98.2415
Llano County,Texas,30.7058,-98.6841
Gaines County,Texas,32.7408,-102.6352
Hockley County,Texas,33.6076,-102.3432
Moore County,Texas,35.8377,-101.893
Gray County,Texas,35.4012,-100.8126
Bandera County,Texas,29.7472,-99.2463
Hutchinson County,Texas,35.84,-101.3547
Colorado County,Texas,29.6208,-96.5263
Lavaca County,Texas,29.3843,-96.9302
Willacy County,Texas,26.4693,-97.6632
Montague County,Texas,33.6757,-97.7246
Calhoun County,Texas,28.5074,-96.6018
Tyler County,Texas,30.7712,-94.3766
DeWitt County,Texas,29.0821,-97.3567
Jones County,Texas,32.7399,-99.8788
Gonzales County,Texas,29.4567,-97.4925
Freestone County,Texas,31.7049,-96.1491
Deaf Smith County,Texas,34.966,-102.605
Bosque County,Texas,31.9004,-97.6343
Andrews County,Texas,32.305,-102.6377
Frio County,Texas,28.8678,-99.1082
Burleson County,Texas,30.4925,-96.6215
Young County,Texas,33.1766,-98.6878
Eastland County,Texas,32.3271,-98.8323
Lee County,Texas,30.3107,-96.9657
Falls County,Texas,31.2533,-96.9359
Robertson County,Texas,31.027,-96.5129
Scurry County,Texas,32.7463,-100.9164
Leon County,Texas,31.2965,-95.9957
Pecos County,Texas,30.781,-102.7235
Jackson County,Texas,28.9542,-96.5776
Karnes County,Texas,28.9057,-97.8594
Nolan County,Texas,32.3035,-100.406
Reeves County,Texas,31.323,-103.693
Zapata County,Texas,27.0008,-99.1686
Callahan County,Texas,32.2976,-99.3735
Trinity County,Texas,31.0888,-95.1355
Comanche County,Texas,31.948,-98.5582
Madison County,Texas,30.9655,-95.9284
Lamb County,Texas,34.0686,-102.3517
Wilbarger County,Texas,34.0808,-99.241
Camp County,Texas,32.9732,-94.9785
Dawson County,Texas,32.7426,-101.9476
Newton County,Texas,30.7863,-93.7448
Rains County,Texas,32.8704,-95.7934
Morris County,Texas,33.1135,-94.7326
Terry County,Texas,33.1738,-102.3352
Red River County,Texas,33.6207,-95.0503
Blanco County,Texas,30.2664,-98.3999
Live Oak County,Texas,28.3514,-98.1248
Ward County,Texas,31.5095,-103.1025
Franklin County,Texas,33.1755,-95.2184
Clay County,Texas,33.7855,-98.2085
Sabine County,Texas,31.3432,-93.8518
Duval County,Texas,27.6814,-98.5089
Ochiltree County,Texas,36.2784,-100.8157
Runnels County,Texas,31.8311,-99.9762
Parmer County,Texas,34.5301,-102.7845
Zavala County,Texas,28.8662,-99.7605
Marion County,Texas,32.798,-94.3572
Brewster County,Texas,29.8119,-103.2517
Somervell County,Texas,32.2222,-97.7746
Stephens County,Texas,32.7359,-98.8362
Mitchell County,Texas,32.3062,-100.9211
Dimmit County,Texas,28.4225,-99.7566
Archer County,Texas,33.6153,-98.6877
Jack County,Texas,33.2335,-98.1725
Hamilton County,Texas,31.7048,-98.1107
San Augustine County,Texas,31.3942,-94.1682
Coleman County,Texas,31.7732,-99.4536
McCulloch County,Texas,31.1989,-99.3475
Yoakum County,Texas,33.173,-102.8278
Winkler County,Texas,31.8501,-103.0483
Castro County,Texas,34.5299,-102.2617
Dallam County,Texas,36.2779,-102.6022
Goliad County,Texas,28.6571,-97.4264
Brooks County,Texas,27.0316,-98.2187
Swisher County,Texas,34.5304,-101.735
La Salle County,Texas,28.3452,-99.0996
Bailey County,Texas,34.0686,-102.8299
Childress County,Texas,34.5291,-100.2076
Refugio County,Texas,28.3253,-97.1656
Presidio County,Texas,29.9998,-104.2405
Carson County,Texas,35.4035,-101.3542
San Saba County,Texas,31.1552,-98.8176
Garza County,Texas,33.1799,-101.2984
Lynn County,Texas,33.1768,-101.8161
Haskell County,Texas,33.1782,-99.7303
Floyd County,Texas,34.0724,-101.3032
Hartley County,Texas,35.84,-102.6029
Delta County,Texas,33.3863,-95.6723
Hansford County,Texas,36.2774,-101.3546
Martin County,Texas,32.306,-101.9513
Crosby County,Texas,33.6147,-101.3
Wheeler County,Texas,35.4012,-100.2698
Jim Hogg County,Texas,27.0434,-98.6973
Crane County,Texas,31.4286,-102.5156
Mills County,Texas,31.4952,-98.5954
Kimble County,Texas,30.4868,-99.7487
Mason County,Texas,30.7177,-99.2261
Fisher County,Texas,32.7428,-100.4022
Hardeman County,Texas,34.2902,-99.7457
Baylor County,Texas,33.6165,-99.2135
Hemphill County,Texas,35.8376,-100.2706
Sutton County,Texas,30.4984,-100.5382
Knox County,Texas,33.6061,-99.7414
Hudspeth County,Texas,31.4562,-105.3865
Reagan County,Texas,31.3661,-101.5231
Coke County,Texas,31.8886,-100.53
Donley County,Texas,34.9654,-100.814
Upton County,Texas,31.3688,-102.0432
Concho County,Texas,31.3266,-99.864
Kinney County,Texas,29.3502,-100.418
Shackelford County,Texas,32.7359,-99.354
Lipscomb County,Texas,36.2776,-100.2731
Crockett County,Texas,30.7231,-101.412
Collingsworth County,Texas,34.9648,-100.27
Hall County,Texas,34.5308,-100.6811
Real County,Texas,29.8318,-99.8222
Cochran County,Texas,33.6042,-102.8285
Schleicher County,Texas,30.8974,-100.5383
Sherman County,Texas,36.2777,-101.8934
Culberson County,Texas,31.447,-104.5173
Oldham County,Texas,35.405,-102.6028
Jeff Davis County,Texas,30.7154,-104.14
Menard County,Texas,30.8898,-99.8206
Armstrong County,Texas,34.9649,-101.3574
Cottle County,Texas,34.0776,-100.2788
Dickens County,Texas,33.6165,-100.7789
Irion County,Texas,31.3039,-100.9824
Throckmorton County,Texas,33.1775,-99.2123
Sterling County,Texas,31.8278,-101.0501
Edwards County,Texas,29.9827,-100.3048
Stonewall County,Texas,33.1792,-100.2534
Briscoe County,Texas,34.5303,-101.2086
Motley County,Texas,34.0741,-100.7798
Foard County,Texas,33.9746,-99.778
Glasscock County,Texas,31.8694,-101.5208
Terrell County,Texas,30.225,-102.0765
Roberts County,Texas,35.8384,-100.8136
Borden County,Texas,32.7436,-101.4317
McMullen County,Texas,28.3526,-98.5679
Kent County,Texas,33.1813,-100.7776
King County,Texas,33.6165,-100.2558
Kenedy County,Texas,26.9285,-97.7017
Loving County,Texas,31.8493,-103.58
Salt Lake County,Utah,40.6673,-111.9236
Utah County,Utah,40.1199,-111.6702
Davis County,Utah,40.99,-112.1115
Weber County,Utah,41.2698,-111.9134
Washington County,Utah,37.2804,-113.5048
Cache County,Utah,41.7225,-111.7436
Tooele County,Utah,40.4487,-113.1311
Box Elder County,Utah,41.521,-113.0821
Iron County,Utah,37.8592,-113.2895
Summit County,Utah,40.8683,-110.9557
Uintah County,Utah,40.1248,-109.5186
Wasatch County,Utah,40.3308,-111.1682
Sanpete County,Utah,39.3739,-111.5763
Sevier County,Utah,38.7477,-111.8046
Carbon County,Utah,39.6481,-110.5887
Duchesne County,Utah,40.2982,-110.4252
San Juan County,Utah,37.626,-109.8046
Millard County,Utah,39.0733,-113.1008
Morgan County,Utah,41.0893,-111.5732
Juab County,Utah,39.7027,-112.7848
Emery County,Utah,38.9967,-110.7006
Grand County,Utah,38.982,-109.5698
Kane County,Utah,37.2851,-111.8879
Beaver County,Utah,38.3569,-113.2355
Garfield County,Utah,37.8549,-111.4432
Rich County,Utah,41.6323,-111.2445
Wayne County,Utah,38.3244,-110.9038
Piute County,Utah,38.3366,-112.1273
Daggett County,Utah,40.8873,-109.5077
Chittenden County,Vermont,44.4611,-73.0813
Rutland County,Vermont,43.5801,-73.0364
Washington County,Vermont,44.2736,-72.6148
Windsor County,Vermont,43.5799,-72.5862
Franklin County,Vermont,44.8576,-72.9131
Windham County,Vermont,42.9906,-72.7139
Addison County,Vermont,44.0309,-73.1408
Bennington County,Vermont,43.0354,-73.0932
Caledonia County,Vermont,44.4647,-72.1021
Orange County,Vermont,44.0056,-72.3768
Orleans County,Vermont,44.829,-72.2436
Lamoille County,Vermont,44.607,-72.6419
Grand Isle County,Vermont,44.7981,-73.2948
Essex County,Vermont,44.7275,-71.7359
Fairfax County,Virginia,38.8368,-77.277
Prince William County,Virginia,38.7029,-77.4809
Virginia Beach City,Virginia,36.7335,-76.0435
Loudoun County,Virginia,39.0907,-77.6357
Chesterfield County,Virginia,37.3785,-77.587
Henrico County,Virginia,37.538,-77.4059
Chesapeake City,Virginia,36.6778,-76.3023
Norfolk City,Virginia,36.8947,-76.257
Arlington County,Virginia,38.8786,-77.1011
Richmond City,Virginia,37.5294,-77.4756
Newport News City,Virginia,37.1049,-76.5181
Stafford County,Virginia,38.4207,-77.458
Alexandria City,Virginia,38.8185,-77.0861
Spotsylvania County,Virginia,38.1851,-77.6561
Hampton City,Virginia,37.0554,-76.3632
Albemarle County,Virginia,38.0229,-78.5567
Hanover County,Virginia,37.7601,-77.491
Montgomery County,Virginia,37.1743,-80.3872
Roanoke City,Virginia,37.2785,-79.958
Portsmouth City,Virginia,36.8453,-76.3554
Roanoke County,Virginia,37.2693,-80.068
Suffolk City,Virginia,36.6953,-76.6398
Frederick County,Virginia,39.2046,-78.2626
Rockingham County,Virginia,38.512,-78.8757
Bedford County,Virginia,37.3152,-79.5242
Lynchburg City,Virginia,37.4003,-79.1909
James City County,Virginia,37.3289,-76.7789
Augusta County,Virginia,38.1644,-79.1339
Fauquier County,Virginia,38.7386,-77.8092
York County,Virginia,37.2431,-76.5635
Pittsylvania County,Virginia,36.8213,-79.3971
Campbell County,Virginia,37.2053,-79.0966
Franklin County,Virginia,36.992,-79.8811
Washington County,Virginia,36.7244,-81.9598
Culpeper County,Virginia,38.486,-77.9558
Harrisonburg City,Virginia,38.4362,-78.8735
Henry County,Virginia,36.6828,-79.874
Charlottesville City,Virginia,38.0375,-78.4855
Shenandoah County,Virginia,38.8583,-78.5708
Prince George County,Virginia,37.1865,-77.2242
Manassas City,Virginia,38.7479,-77.4838
Danville City,Virginia,36.5831,-79.4088
Warren County,Virginia,38.9087,-78.2085
Tazewell County,Virginia,37.125,-81.5606
Isle of Wight County,Virginia,36.8912,-76.7259
Gloucester County,Virginia,37.416,-76.5434
Louisa County,Virginia,37.9786,-77.963
Orange County,Virginia,38.2461,-78.014
Wise County,Virginia,36.9752,-82.6212
Halifax County,Virginia,36.7669,-78.9366
Pulaski County,Virginia,37.0636,-80.7144
Botetourt County,Virginia,37.5571,-79.8124
Accomack County,Virginia,37.7644,-75.6334
Petersburg City,Virginia,37.2043,-77.3913
Amherst County,Virginia,37.6048,-79.1451
Caroline County,Virginia,38.0267,-77.3471
Powhatan County,Virginia,37.5502,-77.9152
Mecklenburg County,Virginia,36.6804,-78.3627
Smyth County,Virginia,36.8438,-81.537
Carroll County,Virginia,36.7316,-80.7339
Wythe County,Virginia,36.9171,-81.0787
Fredericksburg City,Virginia,38.2992,-77.4872
Winchester City,Virginia,39.1735,-78.1746
Dinwiddie County,Virginia,37.0759,-77.6323
Fluvanna County,Virginia,37.8419,-78.2773
King George County,Virginia,38.2733,-77.1572
Russell County,Virginia,36.9339,-82.0954
Staunton City,Virginia,38.1593,-79.0611
Salem City,Virginia,37.2864,-80.0554
Goochland County,Virginia,37.7221,-77.9158
Fairfax City,Virginia,38.8531,-77.2998
Page County,Virginia,38.6194,-78.4844
New Kent County,Virginia,37.5052,-76.9974
Hopewell City,Virginia,37.2915,-77.2985
Rockbridge County,Virginia,37.8145,-79.4473
Waynesboro City,Virginia,38.0674,-78.9014
Lee County,Virginia,36.7054,-83.1286
Prince Edward County,Virginia,37.2243,-78.4411
Scott County,Virginia,36.7143,-82.6029
Greene County,Virginia,38.2976,-78.4669
Buchanan County,Virginia,37.2666,-82.036
Westmoreland County,Virginia,38.112,-76.8042
Colonial Heights City,Virginia,37.265,-77.3969
Southampton County,Virginia,36.7204,-77.1061
King William County,Virginia,37.7066,-77.0885
Patrick County,Virginia,36.6783,-80.2844
Manassas Park City,Virginia,38.7709,-77.4429
Bristol City,Virginia,36.618,-82.1605
Buckingham County,Virginia,37.5722,-78.5288
Giles County,Virginia,37.3142,-80.7029
Radford City,Virginia,37.1229,-80.5587
Appomattox County,Virginia,37.3723,-78.8126
Brunswick County,Virginia,36.7648,-77.859
Nottoway County,Virginia,37.143,-78.0512
Floyd County,Virginia,36.9316,-80.3625
Williamsburg City,Virginia,37.2693,-76.7076
Grayson County,Virginia,36.6565,-81.2249
Alleghany County,Virginia,37.7878,-80.0062
Clarke County,Virginia,39.1123,-77.9967
Nelson County,Virginia,37.7874,-78.8868
Falls Church City,Virginia,38.8847,-77.1751
Dickenson County,Virginia,37.1258,-82.3504
Madison County,Virginia,38.4137,-78.2792
Martinsville City,Virginia,36.6827,-79.8636
Amelia County,Virginia,37.336,-77.9761
Poquoson City,Virginia,37.1309,-76.3569
Northampton County,Virginia,37.344,-75.8772
Northumberland County,Virginia,37.8873,-76.4195
Lunenburg County,Virginia,36.9462,-78.2406
Charlotte County,Virginia,37.0116,-78.6616
Greensville County,Virginia,36.6759,-77.5596
Lancaster County,Virginia,37.7345,-76.4632
Sussex County,Virginia,36.9218,-77.2618
Middlesex County,Virginia,37.6303,-76.5698
Essex County,Virginia,37.9428,-76.9519
Cumberland County,Virginia,37.5121,-78.245
Richmond County,Virginia,37.9426,-76.7252
Mathews County,Virginia,37.4353,-76.3438
Franklin City,Virginia,36.6831,-76.9386
Rappahannock County,Virginia,38.6848,-78.1592
Lexington City,Virginia,37.7825,-79.444
Charles City County,Virginia,37.3567,-77.0622
Galax City,Virginia,36.666,-80.9176
King and Queen County,Virginia,37.7186,-76.8953
Buena Vista City,Virginia,37.7319,-79.3569
Surry County,Virginia,37.1098,-76.9002
Bland County,Virginia,37.134,-81.1302
Covington City,Virginia,37.7785,-79.9868
Emporia City,Virginia,36.6953,-77.5356
Craig County,Virginia,37.4817,-80.2115
Bath County,Virginia,38.0587,-79.7411
Norton City,Virginia,36.9315,-82.6262
Highland County,Virginia,38.3623,-79.5686
King County,Washington,47.4902,-121.8052
Pierce County,Washington,47.0239,-122.104
Snohomish County,Washington,48.0474,-121.6972
Spokane County,Washington,47.6207,-117.404
Clark County,Washington,45.7792,-122.4825
Thurston County,Washington,46.9256,-122.8333
Kitsap County,Washington,47.6127,-122.6762
Yakima County,Washington,46.4571,-120.7385
Whatcom County,Washington,48.8259,-121.7199
Benton County,Washington,46.2398,-119.5112
Skagit County,Washington,48.4795,-121.7291
Cowlitz County,Washington,46.1932,-122.681
